available cuda: 2
Loaded pretrained weights for efficientnet-b0
training started: Jun10_11-31-42
epoch:00, train:0.953, valid:0.557, threshold: [0.52056607 1.70055549 2.45310472 3.25896291 3.92288781], score:0.759, best:0.759, date:Jun10_11-37-39
epoch:01, train:0.647, valid:0.496, threshold: [0.80782927 1.31018838 2.02386557 2.07644653 3.23236271], score:0.765, best:0.765, date:Jun10_11-43-28
epoch:02, train:0.598, valid:0.430, threshold: [0.65105226 1.53562413 2.04077724 2.62535942 4.57147018], score:0.805, best:0.805, date:Jun10_11-49-18
epoch:03, train:0.583, valid:0.427, threshold: [0.63933485 1.53788283 1.77697295 2.31301622 4.95189451], score:0.794, best:0.805, date:Jun10_11-55-09
epoch:04, train:0.561, valid:0.447, threshold: [0.69136906 1.73403127 2.14969205 2.57193411 3.26974896], score:0.794, best:0.805, date:Jun10_12-00-57
epoch:05, train:0.542, valid:0.451, threshold: [0.49238854 1.7575905  2.76498686 3.17488527 3.86891559], score:0.788, best:0.805, date:Jun10_12-06-50
epoch:06, train:0.533, valid:0.387, threshold: [0.63572844 1.69719756 2.34302066 2.7518281  3.48412474], score:0.808, best:0.808, date:Jun10_12-12-42
epoch:07, train:0.527, valid:0.423, threshold: [0.7103182  1.12850917 1.61207675 1.99831559 5.82405758], score:0.814, best:0.814, date:Jun10_12-18-32
epoch:08, train:0.507, valid:0.398, threshold: [0.51487756 1.84611764 2.49732212 2.97103679 3.59497466], score:0.809, best:0.814, date:Jun10_12-24-24
epoch:09, train:0.507, valid:0.381, threshold: [0.67806278 1.50109416 1.97399425 2.48182879 3.4472098 ], score:0.824, best:0.824, date:Jun10_12-30-14
epoch:10, train:0.488, valid:0.324, threshold: [0.63589951 1.59703297 2.07257049 2.72745187 4.04775617], score:0.844, best:0.844, date:Jun10_12-36-05
epoch:11, train:0.473, valid:0.355, threshold: [0.65412392 1.3936161  1.9260137  2.48045228 4.44637647], score:0.841, best:0.844, date:Jun10_12-41-57
epoch:12, train:0.472, valid:0.363, threshold: [0.68211545 1.44102638 1.84538245 2.485062   4.61347441], score:0.836, best:0.844, date:Jun10_12-47-46
epoch:13, train:0.458, valid:0.382, threshold: [0.62862332 1.61417145 1.92632801 2.59966639 5.0384719 ], score:0.819, best:0.844, date:Jun10_12-53-35
epoch:14, train:0.459, valid:0.300, threshold: [0.57147019 1.55988574 2.61600844 3.11154001 3.80608103], score:0.850, best:0.850, date:Jun10_12-59-26
epoch:15, train:0.451, valid:0.360, threshold: [0.61807267 1.33957273 2.01534083 2.53555242 4.77469233], score:0.840, best:0.850, date:Jun10_13-05-18
epoch:16, train:0.444, valid:0.353, threshold: [0.62096041 1.68691796 2.21340615 2.7906754  3.3956251 ], score:0.846, best:0.850, date:Jun10_13-11-09
epoch:17, train:0.446, valid:0.353, threshold: [0.77059476 1.27246744 1.85182133 2.50274618 3.35086806], score:0.850, best:0.850, date:Jun10_13-16-58
epoch:18, train:0.447, valid:0.318, threshold: [0.55427959 1.72130337 2.57972986 3.0033394  3.89811495], score:0.852, best:0.852, date:Jun10_13-22-47
epoch:19, train:0.434, valid:0.304, threshold: [0.61477874 1.82094437 2.28790915 2.73881351 3.52428584], score:0.855, best:0.855, date:Jun10_13-28-35
epoch:20, train:0.411, valid:0.305, threshold: [0.60189786 1.74277051 2.30394656 2.71223215 3.70500021], score:0.858, best:0.858, date:Jun10_13-34-25
epoch:21, train:0.413, valid:0.307, threshold: [0.57978609 1.65150812 2.27619897 2.98753414 4.04759083], score:0.856, best:0.858, date:Jun10_13-40-16
epoch:22, train:0.406, valid:0.321, threshold: [0.63346369 1.37778839 1.99390582 2.62547827 4.08742778], score:0.856, best:0.858, date:Jun10_13-46-05
epoch:23, train:0.422, valid:0.294, threshold: [0.55261357 1.64844466 2.62712436 3.13212162 3.7541202 ], score:0.860, best:0.860, date:Jun10_13-51-58
epoch:24, train:0.406, valid:0.328, threshold: [0.63388135 1.24995643 2.00019577 2.47346062 3.51153665], score:0.867, best:0.867, date:Jun10_13-57-47
epoch:25, train:0.403, valid:0.322, threshold: [0.60954696 1.36769963 1.88691231 2.69133262 3.36151089], score:0.862, best:0.867, date:Jun10_14-03-39
epoch:26, train:0.394, valid:0.311, threshold: [0.66427981 1.43387716 2.02889953 2.65082869 3.45684927], score:0.862, best:0.867, date:Jun10_14-09-28
epoch:27, train:0.404, valid:0.298, threshold: [0.57077777 1.68405421 2.08927935 2.85481277 3.93431225], score:0.853, best:0.867, date:Jun10_14-15-21
epoch:28, train:0.407, valid:0.312, threshold: [0.67913946 1.57036471 2.21498826 2.92024111 3.75115804], score:0.857, best:0.867, date:Jun10_14-21-12
epoch:29, train:0.390, valid:0.287, threshold: [0.59132646 1.65184309 2.40093733 2.86712693 3.7119932 ], score:0.864, best:0.867, date:Jun10_14-27-03
epoch:30, train:0.385, valid:0.292, threshold: [0.6082299  1.51226215 2.24915081 2.84347969 3.76137463], score:0.866, best:0.867, date:Jun10_14-32-52
epoch:31, train:0.383, valid:0.297, threshold: [0.69135804 1.57993644 2.26033425 2.93579718 3.70450406], score:0.866, best:0.867, date:Jun10_14-38-42
epoch:32, train:0.387, valid:0.287, threshold: [0.60429353 1.6789896  2.36424006 2.95867907 3.72224269], score:0.865, best:0.867, date:Jun10_14-44-31
epoch:33, train:0.378, valid:0.282, threshold: [0.67007998 1.47117112 2.34892369 3.07376836 3.7550339 ], score:0.874, best:0.874, date:Jun10_14-50-20
epoch:34, train:0.380, valid:0.320, threshold: [0.69903913 1.4759999  1.95539162 2.46675334 3.47225466], score:0.867, best:0.874, date:Jun10_14-56-11
epoch:35, train:0.381, valid:0.297, threshold: [0.61830272 1.640672   2.27805936 3.05575932 3.59184951], score:0.870, best:0.874, date:Jun10_15-02-01
epoch:36, train:0.379, valid:0.318, threshold: [0.53017794 1.62962471 2.22988436 2.51316961 4.90120593], score:0.846, best:0.874, date:Jun10_15-07-52
epoch:37, train:0.363, valid:0.295, threshold: [0.69982042 1.43461985 2.06861084 2.99094887 3.61483599], score:0.869, best:0.874, date:Jun10_15-13-42
epoch:38, train:0.375, valid:0.297, threshold: [0.63760958 1.63869967 2.08996236 2.70695762 3.72422718], score:0.865, best:0.874, date:Jun10_15-19-31
epoch:39, train:0.364, valid:0.272, threshold: [0.57531672 1.40259677 2.47995088 3.07866141 4.01858714], score:0.869, best:0.874, date:Jun10_15-25-23
epoch:40, train:0.373, valid:0.282, threshold: [0.61152982 1.44296913 2.33889432 2.96101359 3.78071172], score:0.876, best:0.876, date:Jun10_15-31-14
epoch:41, train:0.357, valid:0.290, threshold: [0.61046849 1.18704587 2.1807573  3.01575608 3.80019508], score:0.872, best:0.876, date:Jun10_15-37-06
