available cuda: 2
training started: Jun03_22-44-40
epoch:00, train:0.964, valid:0.655, threshold: [0.63346377 1.34632189 1.60629729 2.42369538 4.58327619], score:0.646, best:0.646, date:Jun03_22-56-14
epoch:01, train:0.744, valid:0.626, threshold: [0.62804347 1.59547769 2.11501206 2.40743115 5.5442026 ], score:0.632, best:0.646, date:Jun03_23-07-28
epoch:02, train:0.689, valid:0.623, threshold: [0.65998794 1.65233551 2.18110127 2.42418916 4.0022792 ], score:0.729, best:0.729, date:Jun03_23-18-43
epoch:03, train:0.675, valid:0.488, threshold: [0.74372755 1.561229   2.01046038 2.68598751 4.12803378], score:0.757, best:0.757, date:Jun03_23-30-00
epoch:04, train:0.690, valid:0.624, threshold: [0.50763774 1.39067436 1.68768797 2.31160527 5.48187671], score:0.656, best:0.757, date:Jun03_23-41-16
epoch:05, train:0.686, valid:0.523, threshold: [0.58406662 1.63775038 2.18806102 2.71892756 4.46408086], score:0.724, best:0.757, date:Jun03_23-52-32
epoch:06, train:0.657, valid:0.502, threshold: [0.61514546 1.76464336 1.90890206 2.52842886 3.4714463 ], score:0.735, best:0.757, date:Jun04_00-03-47
epoch:07, train:0.670, valid:1.204, threshold: [0.60649323 1.55637157 2.07008071 2.54063753 4.92843172], score:0.700, best:0.757, date:Jun04_00-15-02
epoch:08, train:0.649, valid:0.440, threshold: [0.59472461 1.4823274  2.3327776  2.66099605 4.43875477], score:0.765, best:0.765, date:Jun04_00-26-20
epoch:09, train:0.622, valid:0.668, threshold: [0.58143735 1.77047954 2.41085977 3.09232612 4.28831114], score:0.602, best:0.765, date:Jun04_00-37-36
epoch:10, train:0.597, valid:0.438, threshold: [0.6292434  1.57021983 1.86777856 2.71451282 3.47494935], score:0.773, best:0.773, date:Jun04_00-48-54
epoch:11, train:0.585, valid:0.422, threshold: [0.65729641 1.28280567 2.02738299 2.5718007  3.64812342], score:0.779, best:0.779, date:Jun04_01-00-09
epoch:12, train:0.577, valid:0.512, threshold: [0.79900633 1.38249556 1.84023182 2.07137742 4.93005826], score:0.766, best:0.779, date:Jun04_01-11-26
epoch:13, train:0.570, valid:1.630, threshold: [0.74685685 1.60289157 1.71586619 1.91369541 5.02856726], score:0.516, best:0.779, date:Jun04_01-22-42
epoch:14, train:0.579, valid:0.378, threshold: [0.62656823 1.60522973 2.3909117  3.16671249 3.90201062], score:0.807, best:0.807, date:Jun04_01-33-57
epoch:15, train:0.564, valid:0.408, threshold: [0.56228817 1.59839789 2.63636034 3.20465426 3.86274832], score:0.785, best:0.807, date:Jun04_01-45-13
epoch:16, train:0.562, valid:0.442, threshold: [0.75907998 1.40354643 1.75594545 2.08674183 3.14496407], score:0.800, best:0.807, date:Jun04_01-56-28
