available cuda: 2
loading data: May25_00-21-07
data loaded: May25_00-24-21
training started: May25_00-24-22
epoch:00, train:1.095, valid:0.734, threshold: [0.49798531 1.49871426 2.36496416 3.50026928 4.72240817], score:0.664, best:0.664, date:May25_00-36-46
epoch:01, train:0.774, valid:0.610, threshold: [0.77929386 1.4672859  1.64097308 2.01454202 2.36371354], score:0.695, best:0.695, date:May25_00-49-01
epoch:02, train:0.739, valid:1.170, threshold: [0.43466436 1.60669999 2.62587801 3.97219945 4.6775009 ], score:0.618, best:0.695, date:May25_01-01-14
epoch:03, train:0.707, valid:0.548, threshold: [0.59025527 1.65066008 2.04324985 2.19096331 5.38201832], score:0.707, best:0.707, date:May25_01-13-27
epoch:04, train:0.671, valid:0.556, threshold: [0.69196028 1.53047283 2.00250773 2.56662672 4.41343462], score:0.780, best:0.780, date:May25_01-25-39
epoch:05, train:0.643, valid:0.643, threshold: [0.79254686 1.0830951  1.62496716 2.03298441 6.07313795], score:0.758, best:0.780, date:May25_01-37-52
epoch:06, train:0.654, valid:0.496, threshold: [0.70585767 1.55111928 1.15700138 2.33495179 4.16571108], score:0.763, best:0.780, date:May25_01-50-05
epoch:07, train:0.628, valid:0.669, threshold: [0.87614569 1.47849535 2.37510413 2.75849147 3.65121512], score:0.755, best:0.780, date:May25_02-02-18
epoch:08, train:0.637, valid:0.793, threshold: [0.66630849 1.61726641 2.04621852 2.71588769 4.4745165 ], score:0.757, best:0.780, date:May25_02-14-31
epoch:09, train:0.636, valid:0.556, threshold: [0.6979149  1.75089784 1.21764111 1.52958982 5.06215214], score:0.747, best:0.780, date:May25_02-26-43
epoch:10, train:0.625, valid:0.753, threshold: [0.54406363 1.5863755  2.28573093 2.91654906 4.7318893 ], score:0.745, best:0.780, date:May25_02-38-55
epoch:11, train:0.619, valid:0.534, threshold: [0.55900861 1.6829653  0.98377902 2.08407325 6.34466962], score:0.760, best:0.780, date:May25_02-51-07
epoch:12, train:0.613, valid:0.673, threshold: [0.72968537 1.5274147  1.89270198 2.4598225  3.96182915], score:0.762, best:0.780, date:May25_03-03-19
epoch:13, train:0.620, valid:0.538, threshold: [0.87134653 1.4416548  2.59515505 1.35316708 1.90615112], score:0.774, best:0.780, date:May25_03-15-33
epoch:14, train:0.608, valid:0.502, threshold: [0.72919201 1.72038001 1.29999474 2.16672724 4.94778574], score:0.786, best:0.786, date:May25_03-27-46
epoch:15, train:0.586, valid:0.542, threshold: [0.66925003 1.64043946 1.93257302 2.61140519 4.04895158], score:0.793, best:0.793, date:May25_03-40-00
epoch:16, train:0.561, valid:0.436, threshold: [0.76765878 1.16912655 1.93846649 2.49518244 3.61851702], score:0.807, best:0.807, date:May25_03-52-14
epoch:17, train:0.555, valid:0.509, threshold: [0.60245331 1.67896746 2.3143178  2.65080893 4.11457319], score:0.776, best:0.807, date:May25_04-04-28
epoch:18, train:0.548, valid:0.412, threshold: [0.70926588 1.44635891 1.88239613 2.59135911 3.66425427], score:0.813, best:0.813, date:May25_04-16-41
epoch:19, train:0.548, valid:0.432, threshold: [0.68739298 1.60164157 2.5325506  1.87580586 3.85683197], score:0.798, best:0.813, date:May25_04-28-55
epoch:20, train:0.547, valid:0.457, threshold: [0.71878862 1.83635486 1.55308645 2.40244518 4.74662082], score:0.801, best:0.813, date:May25_04-41-08
epoch:21, train:0.544, valid:0.490, threshold: [0.63052925 1.45295291 1.98396527 2.76661715 4.73112684], score:0.818, best:0.818, date:May25_04-53-21
epoch:22, train:0.537, valid:0.401, threshold: [0.64761651 1.65208935 1.28358601 2.33235218 5.12627514], score:0.817, best:0.818, date:May25_05-05-33
epoch:23, train:0.539, valid:0.401, threshold: [0.64291512 1.52803637 2.01974619 2.55446135 4.74623929], score:0.812, best:0.818, date:May25_05-17-45
epoch:24, train:0.535, valid:0.413, threshold: [0.68249716 1.52212902 2.7083038  2.07502619 3.72339726], score:0.821, best:0.821, date:May25_05-29-58
epoch:25, train:0.522, valid:0.451, threshold: [0.69257901 0.9730744  1.74859857 2.41510544 5.80774835], score:0.791, best:0.821, date:May25_05-42-11
epoch:26, train:0.528, valid:0.430, threshold: [0.46898861 1.74313098 2.44142012 1.03562689 6.14175036], score:0.803, best:0.821, date:May25_05-54-23
epoch:27, train:0.539, valid:0.392, threshold: [0.7441446  1.43945818 2.02670553 2.4284845  3.69688122], score:0.826, best:0.826, date:May25_06-06-35
epoch:28, train:0.523, valid:0.378, threshold: [0.58639931 1.7258602  2.36582593 2.90913278 3.71177659], score:0.821, best:0.826, date:May25_06-18-47
epoch:29, train:0.538, valid:0.388, threshold: [0.63276312 1.44864418 2.00550133 2.48703886 4.58912389], score:0.826, best:0.826, date:May25_06-31-00
epoch:30, train:0.516, valid:0.387, threshold: [0.53564439 1.29115169 2.3279889  2.85808636 5.04021579], score:0.823, best:0.826, date:May25_06-43-13
epoch:31, train:0.507, valid:0.346, threshold: [0.62983311 1.55490296 2.51448147 2.95680621 3.80700351], score:0.830, best:0.830, date:May25_06-55-26
epoch:32, train:0.508, valid:0.375, threshold: [0.69743724 1.46184579 2.23229996 2.58238182 3.41655185], score:0.826, best:0.830, date:May25_07-07-39
epoch:33, train:0.495, valid:0.375, threshold: [0.76496589 1.37752373 2.0693616  2.6702618  3.75122307], score:0.838, best:0.838, date:May25_07-19-53
epoch:34, train:0.489, valid:0.343, threshold: [0.66213906 1.53333739 2.68827394 2.10232088 3.65012288], score:0.837, best:0.838, date:May25_07-32-07
epoch:35, train:0.507, valid:0.393, threshold: [0.68042691 1.27667918 1.84644585 2.51755939 5.28054744], score:0.821, best:0.838, date:May25_07-44-21
epoch:36, train:0.497, valid:0.380, threshold: [0.75779807 1.38434864 1.80357649 2.43291749 3.60527597], score:0.830, best:0.838, date:May25_07-56-34
epoch:37, train:0.490, valid:0.331, threshold: [0.67302726 1.47624911 2.70220945 2.19057928 3.88392431], score:0.846, best:0.846, date:May25_08-08-49
epoch:38, train:0.492, valid:0.353, threshold: [0.57614035 1.59897893 2.37042033 2.75914916 4.6309116 ], score:0.824, best:0.846, date:May25_08-21-03
epoch:39, train:0.488, valid:0.353, threshold: [0.68002416 1.55749343 2.17897735 2.72287804 3.39086822], score:0.845, best:0.846, date:May25_08-33-18
epoch:40, train:0.499, valid:0.393, threshold: [0.55579748 1.93606311 1.61972127 1.17987733 5.74364578], score:0.820, best:0.846, date:May25_08-45-31
epoch:41, train:0.480, valid:0.332, threshold: [0.72131638 1.79456916 1.34467707 2.68035564 4.47810977], score:0.840, best:0.846, date:May25_08-57-46
epoch:42, train:0.486, valid:0.328, threshold: [0.69045392 1.4770534  2.52923454 2.37308538 3.74108382], score:0.840, best:0.846, date:May25_09-10-01
epoch:43, train:0.483, valid:0.383, threshold: [0.73267911 1.39781037 1.9228403  2.37853689 4.45557772], score:0.832, best:0.846, date:May25_09-22-17
epoch:44, train:0.490, valid:0.368, threshold: [0.65554768 1.44169849 1.80090655 2.60161409 5.54309576], score:0.823, best:0.846, date:May25_09-34-33
epoch:45, train:0.477, valid:0.328, threshold: [0.65950023 1.58133153 2.06395465 2.77126698 3.76337267], score:0.847, best:0.847, date:May25_09-46-49
epoch:46, train:0.465, valid:0.323, threshold: [0.60532236 1.48356759 2.47353833 2.04390593 4.2979752 ], score:0.840, best:0.847, date:May25_09-59-04
epoch:47, train:0.470, valid:0.344, threshold: [0.63701391 1.57492061 1.94568586 2.46679787 5.13449294], score:0.833, best:0.847, date:May25_10-11-20
epoch:48, train:0.474, valid:0.328, threshold: [0.6774458  1.66097701 2.26105439 2.79793814 3.7995637 ], score:0.848, best:0.848, date:May25_10-23-36
epoch:49, train:0.463, valid:0.342, threshold: [0.62491052 1.74878949 2.19662335 2.68230256 3.79855425], score:0.843, best:0.848, date:May25_10-35-52
epoch:50, train:0.459, valid:0.306, threshold: [0.6325362  1.6487647  2.50434297 2.91081637 3.76052069], score:0.849, best:0.849, date:May25_10-48-07
epoch:51, train:0.461, valid:0.324, threshold: [0.71599723 1.54671044 2.35960482 2.86140691 3.84543349], score:0.849, best:0.849, date:May25_11-00-24
epoch:52, train:0.469, valid:0.318, threshold: [0.6594193  1.40521175 2.67755657 1.99240122 3.88185881], score:0.855, best:0.855, date:May25_11-12-40
epoch:53, train:0.457, valid:0.323, threshold: [0.55489223 1.66417022 2.49913564 3.22659953 4.20141081], score:0.844, best:0.855, date:May25_11-24-57
epoch:54, train:0.450, valid:0.363, threshold: [0.70210658 1.69482154 1.20391282 2.40171872 3.1265193 ], score:0.851, best:0.855, date:May25_11-37-13
epoch:55, train:0.463, valid:0.337, threshold: [0.71420222 1.47165638 1.91623966 2.60259359 3.47836881], score:0.847, best:0.855, date:May25_11-49-29
epoch:56, train:0.457, valid:0.327, threshold: [0.70048139 1.82989124 2.62804791 1.42594518 3.4174736 ], score:0.848, best:0.855, date:May25_12-01-45
epoch:57, train:0.465, valid:0.372, threshold: [0.66186021 1.69428429 1.29694712 2.19884678 5.52650253], score:0.837, best:0.855, date:May25_12-14-01
epoch:58, train:0.448, valid:0.338, threshold: [0.70639532 1.55842229 2.11644156 2.67007074 3.67962032], score:0.846, best:0.855, date:May25_12-26-17
epoch:59, train:0.453, valid:0.314, threshold: [0.68242696 1.46459889 2.16342328 2.74261657 3.79742461], score:0.853, best:0.855, date:May25_12-38-34
epoch:60, train:0.449, valid:0.335, threshold: [0.60215443 1.75377492 1.41437678 2.55156704 4.94391058], score:0.840, best:0.855, date:May25_12-50-50
epoch:61, train:0.451, valid:0.312, threshold: [0.68876592 1.60865522 2.29607542 2.85940297 3.54002037], score:0.856, best:0.856, date:May25_13-03-07
epoch:62, train:0.453, valid:0.317, threshold: [0.67375271 1.75244297 2.46799425 2.06527828 3.70386396], score:0.847, best:0.856, date:May25_13-15-23
epoch:63, train:0.466, valid:0.358, threshold: [0.63843277 1.30803273 1.88416998 2.62885038 3.56462361], score:0.854, best:0.856, date:May25_13-27-39
epoch:64, train:0.441, valid:0.318, threshold: [0.69369205 1.47017521 2.01765259 2.79297795 3.6312003 ], score:0.852, best:0.856, date:May25_13-39-55
epoch:65, train:0.443, valid:0.337, threshold: [0.6455769  1.44649705 1.96092164 2.33839534 4.49547409], score:0.846, best:0.856, date:May25_13-52-11
epoch:66, train:0.446, valid:0.329, threshold: [0.66434386 1.72396994 2.55463942 2.17879986 3.41645936], score:0.854, best:0.856, date:May25_14-04-27
epoch:67, train:0.443, valid:0.301, threshold: [0.66970736 1.43119928 2.33464296 2.59703191 3.86181787], score:0.858, best:0.858, date:May25_14-16-43
epoch:68, train:0.448, valid:0.329, threshold: [0.70955269 1.66348925 1.92641991 2.45915078 3.8233159 ], score:0.854, best:0.858, date:May25_14-29-00
epoch:69, train:0.444, valid:0.317, threshold: [0.65353706 1.40295513 1.91159912 2.64394529 3.51192343], score:0.857, best:0.858, date:May25_14-41-16
epoch:70, train:0.440, valid:0.341, threshold: [0.66685998 1.51184507 1.90394548 2.62617091 4.77465895], score:0.844, best:0.858, date:May25_14-53-33
epoch:71, train:0.448, valid:0.317, threshold: [0.66597242 1.37206543 2.46226399 2.00231894 4.39034042], score:0.847, best:0.858, date:May25_15-05-49
epoch:72, train:0.441, valid:0.338, threshold: [0.74236511 1.53773263 2.49145427 2.01862875 3.61224706], score:0.855, best:0.858, date:May25_15-18-07
epoch:73, train:0.451, valid:0.306, threshold: [0.60943474 1.37418687 2.78909038 2.11252015 3.6042907 ], score:0.861, best:0.861, date:May25_15-30-24
epoch:74, train:0.431, valid:0.318, threshold: [0.67307414 1.56150687 2.55524125 2.0710339  3.83878894], score:0.854, best:0.861, date:May25_15-42-40
epoch:75, train:0.450, valid:0.331, threshold: [0.74152324 1.42265416 2.04002167 2.65120263 3.51817388], score:0.861, best:0.861, date:May25_15-54-57
epoch:76, train:0.422, valid:0.318, threshold: [0.65742188 1.55615642 2.24797689 2.81298597 3.77858553], score:0.855, best:0.861, date:May25_16-07-14
epoch:77, train:0.442, valid:0.293, threshold: [0.69523709 1.62556482 2.12725169 2.72831828 3.94945303], score:0.859, best:0.861, date:May25_16-19-30
epoch:78, train:0.432, valid:0.291, threshold: [0.61073528 1.66410287 2.23372219 2.79474578 3.90411076], score:0.859, best:0.861, date:May25_16-31-45
epoch:79, train:0.428, valid:0.365, threshold: [0.6087454  1.63202687 1.9765598  2.63211628 4.32892949], score:0.834, best:0.861, date:May25_16-44-02
epoch:80, train:0.436, valid:0.329, threshold: [0.67868626 1.38733232 2.15360601 2.71493721 3.69224437], score:0.857, best:0.861, date:May25_16-56-19
epoch:81, train:0.425, valid:0.347, threshold: [0.65921845 1.59537802 1.77144057 2.46821507 4.75460432], score:0.841, best:0.861, date:May25_17-08-35
epoch:82, train:0.440, valid:0.312, threshold: [0.64667626 1.34391544 1.87952967 2.8327777  3.58607558], score:0.857, best:0.861, date:May25_17-20-51
epoch:83, train:0.427, valid:0.308, threshold: [0.75775922 1.41541408 2.75008186 2.1351101  3.79244289], score:0.860, best:0.861, date:May25_17-33-07
