available cuda: 2
training started: Jun09_20-44-14
epoch:00, train:0.968, valid:0.644, threshold: [0.62120432 1.41026175 2.14639626 2.42406614 3.62085803], score:0.661, best:0.661, date:Jun09_20-55-56
epoch:01, train:0.713, valid:0.749, threshold: [0.64213508 1.59481636 1.91830476 2.40228599 3.95766699], score:0.723, best:0.723, date:Jun09_21-07-30
epoch:02, train:0.655, valid:0.547, threshold: [0.56617813 1.55630003 1.89353434 2.53118275 5.02217102], score:0.701, best:0.723, date:Jun09_21-19-03
epoch:03, train:0.653, valid:0.506, threshold: [0.84957222 1.14119887 1.87191161 2.71742185 3.77271917], score:0.749, best:0.749, date:Jun09_21-30-35
epoch:04, train:0.628, valid:0.560, threshold: [0.60783547 1.6432317  2.05906675 2.61953753 4.382833  ], score:0.775, best:0.775, date:Jun09_21-42-09
epoch:05, train:0.619, valid:0.470, threshold: [0.7151899  1.30946534 1.75074223 2.27079215 3.45127637], score:0.775, best:0.775, date:Jun09_21-53-42
epoch:06, train:0.616, valid:0.560, threshold: [0.67067377 1.15012158 1.68995438 2.11603529 4.8386209 ], score:0.739, best:0.775, date:Jun09_22-05-14
epoch:07, train:0.588, valid:0.545, threshold: [0.67320109 1.13320035 1.64645897 2.57248721 4.47695073], score:0.773, best:0.775, date:Jun09_22-16-48
epoch:08, train:0.585, valid:0.453, threshold: [0.68259578 1.46905637 1.85771706 2.60786111 4.67174686], score:0.782, best:0.782, date:Jun09_22-28-23
epoch:09, train:0.579, valid:0.434, threshold: [0.71414943 1.81181004 2.2767105  3.07917444 3.48204471], score:0.798, best:0.798, date:Jun09_22-39-55
epoch:10, train:0.560, valid:0.391, threshold: [0.69799882 1.43021848 2.24931143 2.8541792  4.11078993], score:0.812, best:0.812, date:Jun09_22-51-26
epoch:11, train:0.568, valid:0.428, threshold: [0.66637957 1.41939408 1.90469266 2.40434838 5.2954201 ], score:0.788, best:0.812, date:Jun09_23-02-59
epoch:12, train:0.541, valid:0.475, threshold: [0.6313731  1.24805559 2.03536038 2.40691223 5.56582908], score:0.782, best:0.812, date:Jun09_23-14-36
epoch:13, train:0.552, valid:0.415, threshold: [0.65457043 1.50441222 1.88991588 2.42569106 5.06938272], score:0.806, best:0.812, date:Jun09_23-26-09
epoch:14, train:0.540, valid:0.443, threshold: [0.64133811 1.5221289  2.30827844 2.98075261 3.89344912], score:0.805, best:0.812, date:Jun09_23-37-44
epoch:15, train:0.549, valid:0.372, threshold: [0.62440069 1.35728772 1.86391238 2.66137576 3.51993321], score:0.835, best:0.835, date:Jun09_23-49-20
epoch:16, train:0.526, valid:0.409, threshold: [0.79753903 1.33624424 1.88413079 2.25547666 5.16211474], score:0.808, best:0.835, date:Jun10_00-00-49
epoch:17, train:0.520, valid:0.399, threshold: [0.6279421  1.5338655  2.03589091 2.69487275 4.60116489], score:0.807, best:0.835, date:Jun10_00-12-23
epoch:18, train:0.519, valid:0.556, threshold: [0.61372966 1.72630204 2.05618963 2.53238628 4.42190622], score:0.702, best:0.835, date:Jun10_00-23-53
epoch:19, train:0.519, valid:0.369, threshold: [0.65321866 1.61305358 2.07443359 2.65125988 3.56619815], score:0.833, best:0.835, date:Jun10_00-35-27
epoch:20, train:0.512, valid:0.428, threshold: [0.63676391 1.65536959 1.91861175 2.53828112 4.64336046], score:0.798, best:0.835, date:Jun10_00-47-00
epoch:21, train:0.486, valid:0.989, threshold: [0.62573198 1.7004544  2.2435054  2.47055999 4.82314644], score:0.593, best:0.835, date:Jun10_00-58-35
epoch:22, train:0.494, valid:0.431, threshold: [0.60192863 1.4698606  2.10773906 2.4406425  4.748657  ], score:0.809, best:0.835, date:Jun10_01-10-09
epoch:23, train:0.485, valid:0.412, threshold: [0.66390562 1.62103384 2.36000991 2.79489295 3.63963324], score:0.798, best:0.835, date:Jun10_01-21-43
epoch:24, train:0.486, valid:0.395, threshold: [0.68170364 1.43802714 1.97107848 2.27070863 3.29971768], score:0.839, best:0.839, date:Jun10_01-33-15
epoch:25, train:0.481, valid:0.474, threshold: [0.59008698 1.73327618 2.04008253 2.57874655 4.76113674], score:0.733, best:0.839, date:Jun10_01-44-47
epoch:26, train:0.484, valid:0.688, threshold: [0.6060414  1.59546673 1.860951   2.40022887 5.29209503], score:0.601, best:0.839, date:Jun10_01-56-21
epoch:27, train:0.481, valid:0.379, threshold: [0.63268004 1.60562639 1.95288218 2.59955011 4.62217389], score:0.820, best:0.839, date:Jun10_02-07-53
epoch:28, train:0.474, valid:0.348, threshold: [0.80025359 1.57095437 2.11011268 2.7010594  3.34624735], score:0.854, best:0.854, date:Jun10_02-19-29
epoch:29, train:0.481, valid:1.148, threshold: [0.73597208 1.60062114 1.99841921 2.90871004 3.5153096 ], score:0.824, best:0.854, date:Jun10_02-31-02
epoch:30, train:0.481, valid:0.444, threshold: [0.68996847 1.4616439  2.03628267 2.62720978 3.71868372], score:0.832, best:0.854, date:Jun10_02-42-36
epoch:31, train:0.461, valid:0.370, threshold: [0.68334658 1.55430922 2.01032385 2.55592542 3.16130813], score:0.827, best:0.854, date:Jun10_02-54-10
epoch:32, train:0.464, valid:0.403, threshold: [0.68872257 1.54155034 1.71703962 2.36414399 4.86374251], score:0.838, best:0.854, date:Jun10_03-05-43
epoch:33, train:0.468, valid:0.344, threshold: [0.66634441 1.57320981 1.97433404 2.57266808 4.7028576 ], score:0.847, best:0.854, date:Jun10_03-17-16
epoch:34, train:0.465, valid:0.374, threshold: [0.7175089  1.36752606 1.88206186 2.46058496 3.34633301], score:0.850, best:0.854, date:Jun10_03-28-50
epoch:35, train:0.445, valid:0.390, threshold: [0.70118408 1.44961447 2.05085867 2.69078004 4.6401304 ], score:0.813, best:0.854, date:Jun10_03-40-26
